II_WEA_SWO_SMITER|69|IK1_WEAPON|IK2_WEAPON_DIRECT|IK3_SWD|Smiter Sword
II_WEA_SWO_SHADEVING|71|IK1_WEAPON|IK2_WEAPON_DIRECT|IK3_SWD|Shadeving Sword
II_WEA_SWO_HOTTER|73|IK1_WEAPON|IK2_WEAPON_DIRECT|IK3_SWD|Hotter Sword
II_WEA_SWO_SHYERTEST|74|IK1_GOLD|IK2_GOLD|IK3_GOLD|null
II_WEA_SWO_POLICE_CLUB|76|IK1_WEAPON|IK2_WEAPON_DIRECT|IK3_SWD|Police Club
II_WEA_AXE_RODNEY|81|IK1_WEAPON|IK2_WEAPON_DIRECT|IK3_AXE|Rodney Axe
II_WEA_AXE_MORROW|83|IK1_WEAPON|IK2_WEAPON_DIRECT|IK3_AXE|Morrow Axe
II_WEA_AXE_CURNING|85|IK1_WEAPON|IK2_WEAPON_DIRECT|IK3_AXE|Curning Axe
II_WEA_AXE_SHYADIN|87|IK1_WEAPON|IK2_WEAPON_DIRECT|IK3_AXE|Shyadin Axe
II_WEA_AXE_BRONZE|89|IK1_WEAPON|IK2_WEAPON_DIRECT|IK3_AXE|Bronze Axe
II_WEA_AXE_GRANG|91|IK1_WEAPON|IK2_WEAPON_DIRECT|IK3_AXE|Grang Axe
II_WEA_AXE_DRONE|93|IK1_WEAPON|IK2_WEAPON_DIRECT|IK3_AXE|Drone Axe
II_WEA_AXE_PROEM|95|IK1_WEAPON|IK2_WEAPON_DIRECT|IK3_AXE|Proem Axe
II_WEA_AXE_CORIN|97|IK1_WEAPON|IK2_WEAPON_DIRECT|IK3_AXE|Corin Axe
II_WEA_AXE_CROW|99|IK1_WEAPON|IK2_WEAPON_DIRECT|IK3_AXE|Crow Axe
II_WEA_AXE_RAPTOR|101|IK1_WEAPON|IK2_WEAPON_DIRECT|IK3_AXE|Raptor Axe
II_WEA_AXE_BERK|103|IK1_WEAPON|IK2_WEAPON_DIRECT|IK3_AXE|Berk Axe
II_WEA_AXE_ARDALIN|105|IK1_WEAPON|IK2_WEAPON_DIRECT|IK3_AXE|Ardalin Axe
II_WEA_AXE_DOLPHIN|107|IK1_WEAPON|IK2_WEAPON_DIRECT|IK3_AXE|Dolphin Axe
II_WEA_AXE_BONEBAR|109|IK1_WEAPON|IK2_WEAPON_DIRECT|IK3_AXE|Bonebar Axe
II_WEA_AXE_LUXIOR|111|IK1_WEAPON|IK2_WEAPON_DIRECT|IK3_AXE|Luxior Axe
II_WEA_AXE_EXHOUST|113|IK1_WEAPON|IK2_WEAPON_DIRECT|IK3_AXE|Exhaust Axe
II_WEA_AXE_SHAKYFIN|115|IK1_WEAPON|IK2_WEAPON_DIRECT|IK3_AXE|Shakyfin Axe
II_WEA_AXE_HITCH|117|IK1_WEAPON|IK2_WEAPON_DIRECT|IK3_AXE|Hitch Axe
II_WEA_AXE_CATCHY|119|IK1_WEAPON|IK2_WEAPON_DIRECT|IK3_AXE|Catchy Axe
II_WEA_AXE_FELLPEED|121|IK1_WEAPON|IK2_WEAPON_DIRECT|IK3_AXE|Fellpeed Axe
II_WEA_AXE_DARCRO|123|IK1_WEAPON|IK2_WEAPON_DIRECT|IK3_AXE|Darcro Axe
II_WEA_AXE_WATURAN|125|IK1_WEAPON|IK2_WEAPON_DIRECT|IK3_AXE|Waturan Axe
II_WEA_AXE_LICHIKY|127|IK1_WEAPON|IK2_WEAPON_DIRECT|IK3_AXE|Lichiky Axe
II_WEA_SWT_BASTAR|128|IK1_WEAPON|IK2_WEAPON_DIRECT|IK3_SWD|Bastard Sword
II_WEA_SWT_TWOHAN|129|IK1_WEAPON|IK2_WEAPON_DIRECT|IK3_SWD|Two Handed Sword
II_WEA_SWT_DARKON|130|IK1_WEAPON|IK2_WEAPON_DIRECT|IK3_SWD|Darkonizer
II_WEA_SWT_ADAPTI|131|IK1_WEAPON|IK2_WEAPON_DIRECT|IK3_SWD|Adaptizer
II_WEA_SWT_ZWEIGA|132|IK1_WEAPON|IK2_WEAPON_DIRECT|IK3_SWD|Zweigazer
II_WEA_SWT_KALEON|133|IK1_WEAPON|IK2_WEAPON_DIRECT|IK3_SWD|Kaleonizer
II_WEA_SWT_GOOTNI|134|IK1_WEAPON|IK2_WEAPON_DIRECT|IK3_SWD|Gootnizer
II_WEA_SWT_HAUNTI|135|IK1_WEAPON|IK2_WEAPON_DIRECT|IK3_SWD|Hauntizer
II_WEA_SWT_CLOCKS|136|IK1_WEAPON|IK2_WEAPON_DIRECT|IK3_SWD|Clock Slayer
II_WEA_AXT_TWOHAN|137|IK1_WEAPON|IK2_WEAPON_DIRECT|IK3_AXE|Two Handed Axe
II_WEA_AXT_GREATA|138|IK1_WEAPON|IK2_WEAPON_DIRECT|IK3_AXE|Great Axe
II_WEA_AXT_KERGNI|139|IK1_WEAPON|IK2_WEAPON_DIRECT|IK3_AXE|Kergnition
II_WEA_AXT_LURKNI|140|IK1_WEAPON|IK2_WEAPON_DIRECT|IK3_AXE|Lurknition
II_WEA_AXT_AVNITI|141|IK1_WEAPON|IK2_WEAPON_DIRECT|IK3_AXE|Avnition
II_WEA_AXT_KANAIN|142|IK1_WEAPON|IK2_WEAPON_DIRECT|IK3_AXE|Kanainition
II_WEA_AXT_ORCANI|143|IK1_WEAPON|IK2_WEAPON_DIRECT|IK3_AXE|Orcanition
II_WEA_AXT_LINITI|144|IK1_WEAPON|IK2_WEAPON_DIRECT|IK3_AXE|Linition
II_WEA_AXE_HARDIN|145|IK1_WEAPON|IK2_WEAPON_DIRECT|IK3_AXE|Hardinition
II_WEA_CHEE_PLIM|181|IK1_WEAPON|IK2_WEAPON_DIRECT|IK3_CHEERSTICK|Plim Stick
II_WEA_CHEE_SCULL|183|IK1_WEAPON|IK2_WEAPON_DIRECT|IK3_CHEERSTICK|Scull Stick
II_WEA_CHEE_HUEY|185|IK1_WEAPON|IK2_WEAPON_DIRECT|IK3_CHEERSTICK|Huey Stick
II_WEA_CHEE_KUDOS|187|IK1_WEAPON|IK2_WEAPON_DIRECT|IK3_CHEERSTICK|Kudos Stick
II_WEA_CHEE_SAYRAM|189|IK1_WEAPON|IK2_WEAPON_DIRECT|IK3_CHEERSTICK|Sayram Stick
II_WEA_CHEE_SAINT|191|IK1_WEAPON|IK2_WEAPON_DIRECT|IK3_CHEERSTICK|Saint Stick
II_WEA_CHEE_FLURY|193|IK1_WEAPON|IK2_WEAPON_DIRECT|IK3_CHEERSTICK|Flury Stick
II_WEA_CHEE_NINEGALE|195|IK1_WEAPON|IK2_WEAPON_DIRECT|IK3_CHEERSTICK|Ninegale Stick
II_WEA_CHEE_MIRTH|197|IK1_WEAPON|IK2_WEAPON_DIRECT|IK3_CHEERSTICK|Mirth Stick
II_WEA_CHEE_SIZZLE|199|IK1_WEAPON|IK2_WEAPON_DIRECT|IK3_CHEERSTICK|Sizzle Stick
II_WEA_CHEE_SEALINE|201|IK1_WEAPON|IK2_WEAPON_DIRECT|IK3_CHEERSTICK|Sealine Stick
II_WEA_CHEE_PINACLE|203|IK1_WEAPON|IK2_WEAPON_DIRECT|IK3_CHEERSTICK|Pinacle Stick
II_WEA_CHEE_RAVE|205|IK1_WEAPON|IK2_WEAPON_DIRECT|IK3_CHEERSTICK|Rave Stick
II_WEA_CHEE_FANTA|207|IK1_WEAPON|IK2_WEAPON_DIRECT|IK3_CHEERSTICK|Fanta Stick
II_WEA_CHEE_MORALEMINE|209|IK1_WEAPON|IK2_WEAPON_DIRECT|IK3_CHEERSTICK|Moralemine Stick
II_WEA_CHEE_SHINEWING|211|IK1_WEAPON|IK2_WEAPON_DIRECT|IK3_CHEERSTICK|Shinewing Stick
II_WEA_CHEE_SHALOW|213|IK1_WEAPON|IK2_WEAPON_DIRECT|IK3_CHEERSTICK|Shalow Stick
II_WEA_CHEE_PREDE|215|IK1_WEAPON|IK2_WEAPON_DIRECT|IK3_CHEERSTICK|Prede Stick
II_WEA_CHEE_LEOSS|217|IK1_WEAPON|IK2_WEAPON_DIRECT|IK3_CHEERSTICK|Leoss Stick
II_WEA_CHEE_FORLAS|219|IK1_WEAPON|IK2_WEAPON_DIRECT|IK3_CHEERSTICK|Forlas Stick
II_WEA_CHEE_SHAIT|221|IK1_WEAPON|IK2_WEAPON_DIRECT|IK3_CHEERSTICK|Shait Stick
II_WEA_CHEE_GARLAIN|223|IK1_WEAPON|IK2_WEAPON_DIRECT|IK3_CHEERSTICK|Garlain Stick
II_WEA_WAN_SEAL|231|IK1_WEAPON|IK2_WEAPON_MAGIC|IK3_WAND|Seal Wand
II_WEA_WAN_CUBIC|233|IK1_WEAPON|IK2_WEAPON_MAGIC|IK3_WAND|Cubic Wand
II_WEA_WAN_EPI|235|IK1_WEAPON|IK2_WEAPON_MAGIC|IK3_WAND|Epi Wand
II_WEA_WAN_NIZ|237|IK1_WEAPON|IK2_WEAPON_MAGIC|IK3_WAND|Niz Wand
II_WEA_WAN_RUBY|239|IK1_WEAPON|IK2_WEAPON_MAGIC|IK3_WAND|Ruby Wand
II_WEA_WAN_KALIS|241|IK1_WEAPON|IK2_WEAPON_MAGIC|IK3_WAND|Kalis Wand
II_WEA_WAN_POLY|243|IK1_WEAPON|IK2_WEAPON_MAGIC|IK3_WAND|Poly Wand
II_WEA_WAN_MEKERHILL|245|IK1_WEAPON|IK2_WEAPON_MAGIC|IK3_WAND|Mekerhill Wand
II_WEA_WAN_NAZ|247|IK1_WEAPON|IK2_WEAPON_MAGIC|IK3_WAND|Naz Wand
II_WEA_WAN_ZEREM|249|IK1_WEAPON|IK2_WEAPON_MAGIC|IK3_WAND|Zerem Wand
II_WEA_WAN_BLUEBOW|251|IK1_WEAPON|IK2_WEAPON_MAGIC|IK3_WAND|Bluebow Wand
II_WEA_WAN_SPLHAIL|253|IK1_WEAPON|IK2_WEAPON_MAGIC|IK3_WAND|Splhail Wand
II_WEA_WAN_MIRAGE|255|IK1_WEAPON|IK2_WEAPON_MAGIC|IK3_WAND|Mirage Wand
II_WEA_WAN_ARIS|257|IK1_WEAPON|IK2_WEAPON_MAGIC|IK3_WAND|Aris Wand
II_WEA_WAN_MOIRA|259|IK1_WEAPON|IK2_WEAPON_MAGIC|IK3_WAND|Moira Wand
II_WEA_WAN_ARCADIA|261|IK1_WEAPON|IK2_WEAPON_MAGIC|IK3_WAND|Arcadia Wand
II_WEA_WAN_TARIS|263|IK1_WEAPON|IK2_WEAPON_MAGIC|IK3_WAND|Taris Wand
II_WEA_WAN_JALATE|265|IK1_WEAPON|IK2_WEAPON_MAGIC|IK3_WAND|Jalate Wand
II_WEA_WAN_KRORIL|267|IK1_WEAPON|IK2_WEAPON_MAGIC|IK3_WAND|Kroril Wand
II_WEA_WAN_REKIS|269|IK1_WEAPON|IK2_WEAPON_MAGIC|IK3_WAND|Rekis Wand
II_WEA_WAN_DARIS|271|IK1_WEAPON|IK2_WEAPON_MAGIC|IK3_WAND|Daris Wand
II_WEA_WAN_LORAI|273|IK1_WEAPON|IK2_WEAPON_MAGIC|IK3_WAND|Lorai Wand
II_WEA_STA_MILE|281|IK1_WEAPON|IK2_WEAPON_MAGIC|IK3_STAFF|Mile Staff
II_WEA_STA_NILE|283|IK1_WEAPON|IK2_WEAPON_MAGIC|IK3_STAFF|Nile Staff
II_WEA_STA_INNER|285|IK1_WEAPON|IK2_WEAPON_MAGIC|IK3_STAFF|Inner Staff
II_WEA_STA_HERALD|287|IK1_WEAPON|IK2_WEAPON_MAGIC|IK3_STAFF|Herald Staff
II_WEA_STA_ADDSELF|289|IK1_WEAPON|IK2_WEAPON_MAGIC|IK3_STAFF|Addself Staff
II_WEA_STA_SIGN|291|IK1_WEAPON|IK2_WEAPON_MAGIC|IK3_STAFF|Sign Staff
II_WEA_STA_IGNIS|293|IK1_WEAPON|IK2_WEAPON_MAGIC|IK3_STAFF|Ignis Staff
II_WEA_STA_TEBA|295|IK1_WEAPON|IK2_WEAPON_MAGIC|IK3_STAFF|Teba Staff
II_WEA_STA_SLINE|297|IK1_WEAPON|IK2_WEAPON_MAGIC|IK3_STAFF|Sline Staff
II_WEA_STA_STARWHEEL|299|IK1_WEAPON|IK2_WEAPON_MAGIC|IK3_STAFF|Starwheel Staff
II_WEA_STA_KARZAM|301|IK1_WEAPON|IK2_WEAPON_MAGIC|IK3_STAFF|Karzam Staff
II_WEA_STA_ASTROL|303|IK1_WEAPON|IK2_WEAPON_MAGIC|IK3_STAFF|Astrol Staff
II_WEA_STA_SHEIKANE|305|IK1_WEAPON|IK2_WEAPON_MAGIC|IK3_STAFF|Sheikane Staff
II_WEA_STA_TWENKEEN|307|IK1_WEAPON|IK2_WEAPON_MAGIC|IK3_STAFF|Twenkeen Staff
II_WEA_STA_RUOFL|309|IK1_WEAPON|IK2_WEAPON_MAGIC|IK3_STAFF|Ruofl Staff
II_WEA_STA_FEATHERWING|311|IK1_WEAPON|IK2_WEAPON_MAGIC|IK3_STAFF|Featherwing Staff
II_WEA_STA_HOLYOUS|313|IK1_WEAPON|IK2_WEAPON_MAGIC|IK3_STAFF|Holyous Staff
II_WEA_STA_PORTEL|315|IK1_WEAPON|IK2_WEAPON_MAGIC|IK3_STAFF|Portel Staff
II_WEA_STA_MARINER|317|IK1_WEAPON|IK2_WEAPON_MAGIC|IK3_STAFF|Mariner Staff
II_WEA_STA_REMODIC|319|IK1_WEAPON|IK2_WEAPON_MAGIC|IK3_STAFF|Remodic Staff
II_WEA_STA_ELFYREN|321|IK1_WEAPON|IK2_WEAPON_MAGIC|IK3_STAFF|Elfyren Staff
II_WEA_STA_FOSHARPEN|323|IK1_WEAPON|IK2_WEAPON_MAGIC|IK3_STAFF|Fosharpen Staff
II_WEA_KNU_OVERAM|331|IK1_WEAPON|IK2_WEAPON_DIRECT|IK3_KNUCKLEHAMMER|Overam Knuckle
II_WEA_KNU_SARDINE|333|IK1_WEAPON|IK2_WEAPON_DIRECT|IK3_KNUCKLEHAMMER|Sardine Knuckle
II_WEA_KNU_TWIT|335|IK1_WEAPON|IK2_WEAPON_DIRECT|IK3_KNUCKLEHAMMER|Twit Knuckle
II_WEA_KNU_XENO|337|IK1_WEAPON|IK2_WEAPON_DIRECT|IK3_KNUCKLEHAMMER|Xeno Knuckle
II_WEA_KNU_SIDE|339|IK1_WEAPON|IK2_WEAPON_DIRECT|IK3_KNUCKLEHAMMER|Side Knuckle
II_WEA_KNU_TALIN|341|IK1_WEAPON|IK2_WEAPON_DIRECT|IK3_KNUCKLEHAMMER|Talin Knuckle
II_WEA_KNU_RIGOR|343|IK1_WEAPON|IK2_WEAPON_DIRECT|IK3_KNUCKLEHAMMER|Rigor Knuckle
II_WEA_KNU_RAMPART|345|IK1_WEAPON|IK2_WEAPON_DIRECT|IK3_KNUCKLEHAMMER|Rampart Knuckle
II_WEA_KNU_REVENANT|347|IK1_WEAPON|IK2_WEAPON_DIRECT|IK3_KNUCKLEHAMMER|Revenant Knuckle
II_WEA_KNU_MARVEL|349|IK1_WEAPON|IK2_WEAPON_DIRECT|IK3_KNUCKLEHAMMER|Marvel Knuckle
II_WEA_KNU_OVERPASS|351|IK1_WEAPON|IK2_WEAPON_DIRECT|IK3_KNUCKLEHAMMER|Overpass Knuckle
II_WEA_KNU_GRAVITY|353|IK1_WEAPON|IK2_WEAPON_DIRECT|IK3_KNUCKLEHAMMER|Gravity Knuckle
II_WEA_KNU_COREAN|355|IK1_WEAPON|IK2_WEAPON_DIRECT|IK3_KNUCKLEHAMMER|Corean Knuckle
II_WEA_KNU_FISTOMBER|357|IK1_WEAPON|IK2_WEAPON_DIRECT|IK3_KNUCKLEHAMMER|Fistomber Knuckle
II_WEA_KNU_EDOREN|359|IK1_WEAPON|IK2_WEAPON_DIRECT|IK3_KNUCKLEHAMMER|Edoren Knuckle
II_WEA_KNU_SKELLOCK|361|IK1_WEAPON|IK2_WEAPON_DIRECT|IK3_KNUCKLEHAMMER|Skellock Knuckle
II_WEA_KNU_GOLDROSS|363|IK1_WEAPON|IK2_WEAPON_DIRECT|IK3_KNUCKLEHAMMER|Goldross Knuckle
II_WEA_KNU_BLESEVER|365|IK1_WEAPON|IK2_WEAPON_DIRECT|IK3_KNUCKLEHAMMER|Blesever Knuckle
II_WEA_KNU_MUNCUTO|367|IK1_WEAPON|IK2_WEAPON_DIRECT|IK3_KNUCKLEHAMMER|Muncuto Knuckle
II_WEA_KNU_FEDERHOM|369|IK1_WEAPON|IK2_WEAPON_DIRECT|IK3_KNUCKLEHAMMER|Federhorn Knuckle
II_WEA_KNU_KNIGHTEEL|371|IK1_WEAPON|IK2_WEAPON_DIRECT|IK3_KNUCKLEHAMMER|Knighteel Knuckle
II_WEA_KNU_LORDORBL|373|IK1_WEAPON|IK2_WEAPON_DIRECT|IK3_KNUCKLEHAMMER|Lordorbl Knuckle
II_WEA_YOY_ITUN|381|IK1_WEAPON|IK2_WEAPON_DIRECT|IK3_YOYO|Itun
II_WEA_YOY_SLEPIN|383|IK1_WEAPON|IK2_WEAPON_DIRECT|IK3_YOYO|Slepint
II_WEA_YOY_CLIENT|385|IK1_WEAPON|IK2_WEAPON_DIRECT|IK3_YOYO|Client
II_WEA_YOY_TENSU|387|IK1_WEAPON|IK2_WEAPON_DIRECT|IK3_YOYO|Tensu
II_WEA_YOY_EMPORE|389|IK1_WEAPON|IK2_WEAPON_DIRECT|IK3_YOYO|Emporer
II_WEA_YOY_DICEIN|391|IK1_WEAPON|IK2_WEAPON_DIRECT|IK3_YOYO|Dicein
II_WEA_YOY_MIRAGL|393|IK1_WEAPON|IK2_WEAPON_DIRECT|IK3_YOYO|Miragle
II_WEA_YOY_RIDENE|395|IK1_WEAPON|IK2_WEAPON_DIRECT|IK3_YOYO|Ridener
II_WEA_YOY_FIREE|397|IK1_WEAPON|IK2_WEAPON_DIRECT|IK3_YOYO|Firee
II_WEA_YOY_IMMOTE|399|IK1_WEAPON|IK2_WEAPON_DIRECT|IK3_YOYO|Immote
II_WEA_YOY_STENCI|401|IK1_WEAPON|IK2_WEAPON_DIRECT|IK3_YOYO|Stencil
II_WEA_YOY_REPOYI|403|IK1_WEAPON|IK2_WEAPON_DIRECT|IK3_YOYO|Repoyit
II_WEA_YOY_GELOND|405|IK1_WEAPON|IK2_WEAPON_DIRECT|IK3_YOYO|Gelonde
II_WEA_YOY_WINGFU|407|IK1_WEAPON|IK2_WEAPON_DIRECT|IK3_YOYO|Wingfull
II_WEA_YOY_ANAKUN|409|IK1_WEAPON|IK2_WEAPON_DIRECT|IK3_YOYO|Anakun
II_WEA_YOY_CIRCER|411|IK1_WEAPON|IK2_WEAPON_DIRECT|IK3_YOYO|Circern
II_WEA_YOY_MISHEN|413|IK1_WEAPON|IK2_WEAPON_DIRECT|IK3_YOYO|Mishend
II_WEA_YOY_SLINFE|415|IK1_WEAPON|IK2_WEAPON_DIRECT|IK3_YOYO|Slinfes
II_WEA_YOY_AKANE|417|IK1_WEAPON|IK2_WEAPON_DIRECT|IK3_YOYO|Akane
II_WEA_YOY_CLANTO|419|IK1_WEAPON|IK2_WEAPON_DIRECT|IK3_YOYO|Clantob
II_WEA_YOY_ENAPHO|421|IK1_WEAPON|IK2_WEAPON_DIRECT|IK3_YOYO|Enaphoon
II_WEA_YOY_CORONE|423|IK1_WEAPON|IK2_WEAPON_DIRECT|IK3_YOYO|Coroner
II_WEA_BOW_WOODNE|431|IK1_WEAPON|IK2_WEAPON_DIRECT|IK3_BOW|Woodness Bow
II_WEA_BOW_GREENT|433|IK1_WEAPON|IK2_WEAPON_DIRECT|IK3_BOW|Greentin Bow
II_WEA_BOW_STIENG|435|IK1_WEAPON|IK2_WEAPON_DIRECT|IK3_BOW|Stienger Bow
II_WEA_BOW_CLASEM|437|IK1_WEAPON|IK2_WEAPON_DIRECT|IK3_BOW|Clasemit Bow
II_WEA_BOW_REDIAN|439|IK1_WEAPON|IK2_WEAPON_DIRECT|IK3_BOW|Redianer Bow
II_WEA_BOW_CRISTI|441|IK1_WEAPON|IK2_WEAPON_DIRECT|IK3_BOW|Cristia Bow
II_WEA_BOW_IRUN|443|IK1_WEAPON|IK2_WEAPON_DIRECT|IK3_BOW|Irun Bow
II_WEA_BOW_REFOME|445|IK1_WEAPON|IK2_WEAPON_DIRECT|IK3_BOW|Refometi Bow
II_WEA_BOW_CURUSI|447|IK1_WEAPON|IK2_WEAPON_DIRECT|IK3_BOW|Curusier Bow
II_WEA_BOW_SIGGER|449|IK1_WEAPON|IK2_WEAPON_DIRECT|IK3_BOW|Siggers Bow
II_WEA_BOW_FULLAR|451|IK1_WEAPON|IK2_WEAPON_DIRECT|IK3_BOW|Fullarch Bow
II_WEA_BOW_SETIEN|453|IK1_WEAPON|IK2_WEAPON_DIRECT|IK3_BOW|Setien Bow
II_WEA_BOW_VARIFE|455|IK1_WEAPON|IK2_WEAPON_DIRECT|IK3_BOW|Varife Bow
II_WEA_BOW_DEFNAN|457|IK1_WEAPON|IK2_WEAPON_DIRECT|IK3_BOW|Defnan Bow
II_WEA_BOW_HYDRON|459|IK1_WEAPON|IK2_WEAPON_DIRECT|IK3_BOW|Hydron Bow
II_WEA_BOW_CENATI|461|IK1_WEAPON|IK2_WEAPON_DIRECT|IK3_BOW|Cenatin Bow
II_WEA_BOW_CYRON|463|IK1_WEAPON|IK2_WEAPON_DIRECT|IK3_BOW|Cyron Bow
II_WEA_BOW_SIONIC|465|IK1_WEAPON|IK2_WEAPON_DIRECT|IK3_BOW|Sionic Bow
II_WEA_BOW_REGEN|467|IK1_WEAPON|IK2_WEAPON_DIRECT|IK3_BOW|Regen Bow
II_WEA_BOW_FIONT|469|IK1_WEAPON|IK2_WEAPON_DIRECT|IK3_BOW|Fiont Bow
II_WEA_BOW_BROUTO|471|IK1_WEAPON|IK2_WEAPON_DIRECT|IK3_BOW|Brouton Bow
II_WEA_BOW_SEVOY|473|IK1_WEAPON|IK2_WEAPON_DIRECT|IK3_BOW|Sevoy Bow
II_ARM_M_VAG_HELMET02|500|IK1_ARMOR|IK2_ARMORETC|IK3_HELMET|Pike Helmet
II_ARM_F_VAG_HELMET02|501|IK1_ARMOR|IK2_ARMORETC|IK3_HELMET|Silk Helmet
II_ARM_M_VAG_SUIT01|502|IK1_ARMOR|IK2_ARMOR|IK3_SUIT|Cotton Suit
II_ARM_M_VAG_SUIT02|503|IK1_ARMOR|IK2_ARMOR|IK3_SUIT|Pike Suit
II_ARM_F_VAG_SUIT01|504|IK1_ARMOR|IK2_ARMOR|IK3_SUIT|Cream Suit
II_ARM_F_VAG_SUIT02|505|IK1_ARMOR|IK2_ARMOR|IK3_SUIT|Silk Suit
II_ARM_M_VAG_GAUNTLET01|506|IK1_ARMOR|IK2_ARMORETC|IK3_GAUNTLET|Cotton Gauntlet
II_ARM_M_VAG_GAUNTLET02|507|IK1_ARMOR|IK2_ARMORETC|IK3_GAUNTLET|Pike Gauntlet
II_ARM_F_VAG_GAUNTLET01|508|IK1_ARMOR|IK2_ARMORETC|IK3_GAUNTLET|Cream Gauntlet
II_ARM_F_VAG_GAUNTLET02|509|IK1_ARMOR|IK2_ARMORETC|IK3_GAUNTLET|Silk Gauntlet
II_ARM_M_VAG_BOOTS01|510|IK1_ARMOR|IK2_ARMORETC|IK3_BOOTS|Cotton Boots
II_ARM_M_VAG_BOOTS02|511|IK1_ARMOR|IK2_ARMORETC|IK3_BOOTS|Pike Boots
II_ARM_F_VAG_BOOTS01|512|IK1_ARMOR|IK2_ARMORETC|IK3_BOOTS|Cream Boots
II_ARM_F_VAG_BOOTS02|513|IK1_ARMOR|IK2_ARMORETC|IK3_BOOTS|Silk Boots
II_ARM_M_VAG_HELMET03|514|IK1_ARMOR|IK2_ARMORETC|IK3_HELMET|Iner Helmet
II_ARM_F_VAG_HELMET03|515|IK1_ARMOR|IK2_ARMORETC|IK3_HELMET|Rose Helmet
II_ARM_M_VAG_SUIT03|516|IK1_ARMOR|IK2_ARMOR|IK3_SUIT|Iner Suit
II_ARM_F_VAG_SUIT03|517|IK1_ARMOR|IK2_ARMOR|IK3_SUIT|Rose Suit
II_ARM_M_VAG_GAUNTLET03|518|IK1_ARMOR|IK2_ARMORETC|IK3_GAUNTLET|Iner Gauntlet
II_ARM_F_VAG_GAUNTLET03|519|IK1_ARMOR|IK2_ARMORETC|IK3_GAUNTLET|Rose Gauntlet
